,name,ID,YouthMapper,institution
2071,bj9k,640568,False,unknown
2072,pamman,616000,False,unknown
2073,erdemkulunk,640290,False,unknown
2074,firecred,594323,False,unknown
2075,whitelion808,242896,False,unknown
2076,joakimfors,306096,False,unknown
2077,douglo,464339,False,unknown
2078,chrisbvb09,497883,False,unknown
2079,jonathanr,506978,False,unknown
2080,heliolit,644554,False,unknown
2081,sifellows,649820,False,unknown
2082,abitgone,528487,False,unknown
2083,dna100,82183,False,unknown
2084,poc86,579271,False,unknown
2085,sutt,479685,False,unknown
2086,trubshaw,514939,False,unknown
2087,caulfeild,170539,False,unknown
2088,billio,60303,False,unknown
2089,timothy baldwin,655825,False,unknown
2090,sergio7826,411998,False,unknown
2091,charanpolarl,215190,False,unknown
2092,mappo,35579,False,unknown
2093,bearglobe1,655712,False,unknown
2094,mentor,38588,False,unknown
2095,hobgoblin,106914,False,unknown
2096,olcomm_ild_inr,601746,False,unknown
2097,terrencem,82241,False,unknown
2098,marcus2076,340498,False,unknown
2099,insoucaint,491478,False,unknown
2100,kristal,676887,False,unknown
2101,tomrobin29,606741,False,unknown
2102,ehm1806,607399,False,unknown
2103,nucularbum,683385,False,unknown
2104,gyros,666058,False,unknown
2105,ed lazda,679438,False,unknown
2106,herfel,680208,False,unknown
2107,yoko99,582049,False,unknown
2108,yorvik prestigitator,493595,False,unknown
2109,bfirsh,170091,False,unknown
2110,yigit,162067,False,unknown
2111,dudone,607648,False,unknown
2112,niagara_m,687016,False,unknown
2113,fritzfix,363216,False,unknown
2114,fluclo,427658,False,unknown
2115,john the stroller,191292,False,unknown
2116,cyclestreets,141442,False,unknown
2117,robjn,411244,False,unknown
2118,stefano21,442362,False,unknown
2119,gka,338996,False,unknown
2120,peter wright,683970,False,unknown
2121,reluc,35598,False,unknown
2122,jpezz,681148,False,unknown
2123,thevetchlings,132929,False,unknown
2124,apprenti,690261,False,unknown
2125,puremalt,83480,False,unknown
2126,mrwebber,412390,False,unknown
2127,lechti51,656159,False,unknown
2128,danjsy,483666,False,unknown
2129,mdp553,84853,False,unknown
2130,admiral beach otel,706896,False,unknown
2131,bingogubbe,111698,False,unknown
2132,davlak,217070,False,unknown
2133,hvicente,709402,False,unknown
2134,neilp2,526929,False,unknown
2135,rovastar,178626,False,unknown
2136,oliver nixon,681348,False,unknown
2137,jboz,691658,False,unknown
2138,beduin89,398627,False,unknown
2139,paper_,145275,False,unknown
2140,desertfox,127007,False,unknown
2141,meppen7,17422,False,unknown
2142,kanenas,692602,False,unknown
2143,moosham,472997,False,unknown
2144,jeepjockey,354701,False,unknown
2145,afetser,560814,False,unknown
2146,painkill,389325,False,unknown
2147,24x7x365,398499,False,unknown
2148,metehyi,11567,False,unknown
2149,tothod,351532,False,unknown
2150,rr81,453695,False,unknown
2151,derden,29055,False,unknown
2152,my-str,69238,False,unknown
2153,osmf redaction account,722137,False,unknown
2154,ecatmur,352985,False,unknown
2155,m++,53120,False,unknown
2156,benowa,733977,False,unknown
2157,aitolos,653,False,unknown
2158,bergeot,651527,False,unknown
2159,alterain,714383,False,unknown
2160,mp3,146469,False,unknown
2161,larrotino,717539,False,unknown
2162,jnylen,748334,False,unknown
2163,ankakusu,704997,False,unknown
2164,i am tiz,275749,False,unknown
2165,offthechart,700500,False,unknown
2166,jyrik,22190,False,unknown
2167,flightmaker,4821,False,unknown
2168,=ld=,690724,False,unknown
2169,kr12,570551,False,unknown
2170,petja,87318,False,unknown
2171,matthew rye,65826,False,unknown
2172,gcrafter,206510,False,unknown
2173,hbr,64805,False,unknown
2174,michaelubuntu,781415,False,unknown
2175,jtebruen,361861,False,unknown
2176,ulrichm,192829,False,unknown
2177,gliga,704041,False,unknown
2178,shorticus,396231,False,unknown
2179,lordofmaps,710590,False,unknown
2180,guenter,19080,False,unknown
2181,kalaallit nunaat,400383,False,unknown
2182,alantw,449884,False,unknown
2183,m poulpe,663376,False,unknown
2184,hedi_b,799200,False,unknown
2185,dkiselev,230942,False,unknown
2186,gregrs,608760,False,unknown
2187,staehler,118856,False,unknown
2188,pragmatik,750240,False,unknown
2189,viking81,645593,False,unknown
2190,geozeisig,66391,False,unknown
2191,ernst poulsen,35273,False,unknown
2192,madwort,163608,False,unknown
2193,zack*,65374,False,unknown
2194,russ mcd,346601,False,unknown
2195,ajnewma,186234,False,unknown
2196,niall_kerr,830852,False,unknown
2197,gbee,111849,False,unknown
2198,snakethemedic,832412,False,unknown
2199,smb1001,281267,False,unknown
2200,lech lorens,498178,False,unknown
2201,fruit-uk,467833,False,unknown
2202,lorenzo23622,476483,False,unknown
2203,manaboutcouch,51337,False,unknown
2204,grimnirson,579739,False,unknown
2205,frvipofm,107257,False,unknown
2206,norms360,846490,False,unknown
2207,sadhu,83061,False,unknown
2208,qgroom,616942,False,unknown
2209,martin mayrhofer,39772,False,unknown
2210,crackers250,153208,False,unknown
2211,basstoelpel,72235,False,unknown
2212,ivom,10613,False,unknown
2213,- jam -,825286,False,unknown
2214,ircama,542300,False,unknown
2215,hebri,595998,False,unknown
2216,geomapber,393816,False,unknown
2217,kerr smith,742701,False,unknown
2218,sinyol,893707,False,unknown
2219,ugur11,895631,False,unknown
2220,bilkyasko,885097,False,unknown
2221,corneliux,348981,False,unknown
2222,inshun,908903,False,unknown
2223,ankeric,242798,False,unknown
2224,cebderby,705850,False,unknown
2225,pegasus,44562,False,unknown
2226,metanautics fixes,900987,False,unknown
2227,gareth thomas (lichfield district council),572236,False,unknown
2228,georgecredland,928989,False,unknown
2229,rbanick,413978,False,unknown
2230,pgd81,618726,False,unknown
2231,bergfrei,327035,False,unknown
2232,hzza,311077,False,unknown
2233,gbbickerton,929538,False,unknown
2234,gero,473445,False,unknown
2235,marioc,661693,False,unknown
2236,soft14,513070,False,unknown
2237,simon blake,373096,False,unknown
2238,dt7,505805,False,unknown
2239,richmap,516653,False,unknown
2240,tomwest,952641,False,unknown
2241,vrtareg,792084,False,unknown
2242,gdavs,584133,False,unknown
2243,ed kimber,567706,False,unknown
2244,troon,108511,False,unknown
2245,dewi47,962685,False,unknown
2246,wolfram sobotta,74983,False,unknown
2247,spooneygreen,969522,False,unknown
2248,plop76,685878,False,unknown
2249,yarl,91056,False,unknown
2250,tarkan255,976132,False,unknown
2251,david fiddes,161886,False,unknown
2252,devonshire,21665,False,unknown
2253,richardath,940912,False,unknown
2254,wojtekk,352700,False,unknown
2255,flash3,387904,False,unknown
2256,robotic1,982036,False,unknown
2257,demetris123456,988136,False,unknown
2258,sk656,549423,False,unknown
2259,gerdtir,53327,False,unknown
2260,gps-newcomer,94213,False,unknown
2261,marcocarraro,711503,False,unknown
2262,dafo43,114051,False,unknown
2263,user_870861,870861,False,unknown
2264,lusirto,506470,False,unknown
2265,jol,444744,False,unknown
2266,mostyy,1010155,False,unknown
2267,tapanddie,337353,False,unknown
2268,yolcu,581997,False,unknown
2269,benjaminevans82,818983,False,unknown
2270,emmanuelecois,574286,False,unknown
2271,tasteforscience,1480,False,unknown
2272,nbuettler,76587,False,unknown
2273,hasemann,85567,False,unknown
2274,nunc,1019714,False,unknown
2275,alefteris,107050,False,unknown
2276,z-dude,135851,False,unknown
2277,dr danny,1021764,False,unknown
2278,geoallrounder,511945,False,unknown
2279,tom morris,38784,False,unknown
2280,unixasket,661499,False,unknown
2281,okirche,4511,False,unknown
2282,wkb21,144833,False,unknown
2283,stephen paulger,18573,False,unknown
2284,keanehoody,1042627,False,unknown
2285,amosm,712596,False,unknown
2286,irvemania,1063287,False,unknown
2287,dunstan,11418,False,unknown
2288,dan86a,1064229,False,unknown
2289,melwin,60940,False,unknown
2290,larryone,86465,False,unknown
2291,hurdygurdyman,206037,False,unknown
2292,jramsden,766449,False,unknown
2293,jaras,430760,False,unknown
2294,hypnotoad1984,1092495,False,unknown
2295,ne fonseca,415439,False,unknown
2296,bavario,1101758,False,unknown
2297,g195,668137,False,unknown
2298,trekker48,961387,False,unknown
2299,morsi,139580,False,unknown
2300,ika-chan! uk,1016290,False,unknown
2301,meazza,1093673,False,unknown
2302,formula1_uk,1112349,False,unknown
2303,johncharlesdaly,1092217,False,unknown
2304,la colle,530603,False,unknown
2305,fledge,589645,False,unknown
2306,connollyg,653818,False,unknown
2307,lowlevel,722172,False,unknown
2308,pfr,40196,False,unknown
2309,woodpeck_repair,145231,False,unknown
2310,pierzen,226516,False,unknown
2311,houser team,695334,False,unknown
2312,j-c bubbendorf,623567,False,unknown
2313,mziehm,1106095,False,unknown
2314,rom-1,491312,False,unknown
2315,lurgy,1113464,False,unknown
2316,hicom150,500935,False,unknown
2317,bollweevil,810427,False,unknown
2318,mjmm17,716353,False,unknown
2319,jbeverley,1161277,False,unknown
2320,friendofmaps,705725,False,unknown
2321,snorfalorpagus,663979,False,unknown
2322,jpennycook,17292,False,unknown
2323,sdavies,142807,False,unknown
2324,aldoct,923271,False,unknown
2325,plamen,150201,False,unknown
2326,pstng,120926,False,unknown
2327,wynner71,681186,False,unknown
2328,mapwitch,7079,False,unknown
2329,sobzeros,479788,False,unknown
2330,singvogel,129061,False,unknown
2331,divjo,63375,False,unknown
2332,gordonfs,782788,False,unknown
2333,electrotechie,173235,False,unknown
2334,de24000,617093,False,unknown
2335,miraculixosm,235372,False,unknown
2336,surveymaggot,509321,False,unknown
2337,mcheck,478872,False,unknown
2338,mcheckimport,893327,False,unknown
2339,kartographiti,57645,False,unknown
2340,gezim mehilli,1198244,False,unknown
2341,matthiasc,164359,False,unknown
2342,phil kingston,1058050,False,unknown
2343,pieleric,352940,False,unknown
2344,scarborough,550847,False,unknown
2345,sabas-import,1029236,False,unknown
2346,konb,342705,False,unknown
2347,daganzdaanda,599469,False,unknown
2348,jls1,557365,False,unknown
2349,jkmakowka,487451,False,unknown
2350,frantz58,444627,False,unknown
2351,tlawa,976326,False,unknown
2352,alpha_de,87180,False,unknown
2353,barny1,189341,False,unknown
2354,lewg,1206048,False,unknown
2355,rexunil,1200834,False,unknown
2356,eric19,1190915,False,unknown
2357,jot,47681,False,unknown
2358,aln_668,717514,False,unknown
2359,skeniver,86644,False,unknown
2360,f00bar,350549,False,unknown
2361,badarau andrei,174344,False,unknown
2362,lenux,563357,False,unknown
2363,guydunord,740254,False,unknown
2364,monviso,1175325,False,unknown
2365,pendethan,65103,False,unknown
2366,squiffy,27264,False,unknown
2367,boothy99,90983,False,unknown
2368,mcrobiej,574271,False,unknown
2369,parukhin,519501,False,unknown
2370,alienx,1103866,False,unknown
2371,markptompsett,1174735,False,unknown
2372,onurozgun,677304,False,unknown
2373,azureoak,1236687,False,unknown
2374,polimerek,371095,False,unknown
2375,leif lodahl,125657,False,unknown
2376,lyx,28237,False,unknown
2377,markbegbie,339912,False,unknown
2378,haaninjo,652913,False,unknown
2379,bullfrogvet,187601,False,unknown
2380,djt,1225082,False,unknown
2381,alkalin,597179,False,unknown
2382,maji,821171,False,unknown
2383,yusufmert,1224362,False,unknown
2384,weide,105462,False,unknown
2385,nhill,729603,False,unknown
2386,lanzelot72,1089198,False,unknown
2387,fahradler,344561,False,unknown
2388,king sad,1091339,False,unknown
2389,noelb,236361,False,unknown
2390,farside,433966,False,unknown
2391,feanor_1,1254707,False,unknown
2392,dunmappin',1269341,False,unknown
2393,jose bras,255196,False,unknown
2394,gerdle,639681,False,unknown
2395,apus_apus,506980,False,unknown
2396,invicta,1256402,False,unknown
2397,jrdx,195066,False,unknown
2398,joe strummer,1288516,False,unknown
2399,urbanrambler1,467789,False,unknown
2400,kirchkamp,91279,False,unknown
2401,moony8,1183089,False,unknown
2402,sama74,1302652,False,unknown
2403,petergcampbell,1221600,False,unknown
2404,kurt34,334258,False,unknown
2405,ceyockey,146680,False,unknown
2406,vignesh anand,1233267,False,unknown
2407,vinoths,1250401,False,unknown
2408,hari t,1253065,False,unknown
2409,benoitberlin,1197015,False,unknown
2410,wh68,1158381,False,unknown
2411,sheik farid,1233282,False,unknown
2412,surendran1,1274545,False,unknown
2413,datendelphin,97547,False,unknown
2414,hjart,207581,False,unknown
2415,werner2101,110263,False,unknown
2416,jalaludeen,1268089,False,unknown
2417,russ,3306,False,unknown
2418,damouns,13442,False,unknown
2419,emwo,956580,False,unknown
2420,muruganantham,1293407,False,unknown
2421,lingavel,1293442,False,unknown
2422,melzani,1209650,False,unknown
2423,anand 2013,1238288,False,unknown
2424,bikingtom,619237,False,unknown
2425,abhunter41,1336812,False,unknown
2426,suresh ruban,1293431,False,unknown
2427,carlos m,1200065,False,unknown
2428,eest9,739909,False,unknown
2429,cityenginer,1365501,False,unknown
2430,dinesh15167,1293414,False,unknown
2431,arizonamapper,218114,False,unknown
2432,jimbob50,870757,False,unknown
2433,alux,1217011,False,unknown
2434,mjl wood,99655,False,unknown
2435,jeffthimm,560090,False,unknown
2436,jasonrogers,1384557,False,unknown
2437,pyram,497849,False,unknown
2438,rjones1917,1380721,False,unknown
2439,sev_osm,219668,False,unknown
2440,harrys,14561,False,unknown
2441,rab,36894,False,unknown
2442,tigro7,1407113,False,unknown
2443,fkv,302363,False,unknown
2444,max--,34555,False,unknown
2445,jonga,1388075,False,unknown
2446,splashmaps,1060764,False,unknown
2447,steko,7403,False,unknown
2448,bobsi,695200,False,unknown
2449,whiskymack,425846,False,unknown
2450,cjy,233042,False,unknown
2451,tomi,30255,False,unknown
2452,drplokta,91,False,unknown
2453,rob dyson,627375,False,unknown
2454,nicolasmonk,1437121,False,unknown
2455,john leeming,490932,False,unknown
2456,aberdeenshireptu,1455315,False,unknown
2457,panda's eyes,1467043,False,unknown
2458,jong,64091,False,unknown
2459,geocameroun,1366199,False,unknown
2460,john goldin,1161073,False,unknown
2461,theodin,1219875,False,unknown
2462,krawujewatz,1238662,False,unknown
2463,papesz,311866,False,unknown
2464,gigi2037,616481,False,unknown
2465,palmersperry,165195,False,unknown
2466,million miles,819728,False,unknown
2467,simon m,517839,False,unknown
2468,kammer,1217843,False,unknown
2469,flohoff,34927,False,unknown
2470,chris filip,1383062,False,unknown
2471,rrissiek,17889,False,unknown
2472,seanmascot,1467865,False,unknown
2473,vt100,15110,False,unknown
2474,vogelfreier,74746,False,unknown
2475,laurence,2160,False,unknown
2476,unen,584117,False,unknown
2477,klausb,128046,False,unknown
2478,jboz1,1183113,False,unknown
2479,andrea ricci (im),1468293,False,unknown
2480,gavrielo,1383105,False,unknown
2481,republik,1430051,False,unknown
2482,geofoxx,603325,False,unknown
2483,phq,141978,False,unknown
2484,pokey,163396,False,unknown
2485,twse,783257,False,unknown
2486,maarten deen,9176,False,unknown
2487,skyguy,327499,False,unknown
2488,commajunkey,73471,False,unknown
2489,penrithguy,19962,False,unknown
2490,olyon,1443767,False,unknown
2491,sathyav,1233272,False,unknown
2492,herrbert74,381122,False,unknown
2493,armind88,1439422,False,unknown
2494,aaron lidman,53073,False,unknown
2495,dheenadhayalan,1292338,False,unknown
2496,nyaikae,1533650,False,unknown
2497,bulzor14,191786,False,unknown
2498,aladdin111,1253108,False,unknown
2499,schnubbel,1438246,False,unknown
2500,sakthi20,1587943,False,unknown
2501,anandp,1587978,False,unknown
2502,jonorchard,1431482,False,unknown
2503,kumartrichy3,1591073,False,unknown
2504,malenki,39504,False,unknown
2505,prn,123348,False,unknown
2506,harg,20094,False,unknown
2507,maca_eglarest,507596,False,unknown
2508,joth03,1587888,False,unknown
2509,dain,700092,False,unknown
2510,dresl,297419,False,unknown
2511,ffes,65114,False,unknown
2512,maclondon,322039,False,unknown
2513,steven horner,594285,False,unknown
2514,rostranimin,33764,False,unknown
2515,dg6xu,203811,False,unknown
2516,k__,156900,False,unknown
2517,dunc1,475638,False,unknown
2518,sansom,106012,False,unknown
2519,gerhardus geldenhuis,1089595,False,unknown
2520,dòmhnall,905823,False,unknown
2521,heyheyitshay,1680091,False,unknown
2522,stavn,15942,False,unknown
2523,d!zzy,586389,False,unknown
2524,essex_boy,1247041,False,unknown
2525,grelus,813385,False,unknown
2526,reinier battenberg,109852,False,unknown
2527,arobl,1165535,False,unknown
2528,tomekg,373244,False,unknown
2529,denyst,1703770,False,unknown
2530,ziorufus,1705626,False,unknown
2531,marabu_too,745875,False,unknown
2532,rorym,23770,False,unknown
2533,alan25,1707226,False,unknown
2534,azurru,731064,False,unknown
2535,jimbomuggins,545505,False,unknown
2536,raiwer,1708386,False,unknown
2537,lostmike,160967,False,unknown
2538,ben abelshausen,137772,False,unknown
2539,eoine,591067,False,unknown
2540,zaizone,1122708,False,unknown
2541,jtrev,1645731,False,unknown
2542,dannyh73,1713819,False,unknown
2543,sharlin,141931,False,unknown
2544,ayhanozates,1628470,False,unknown
2545,baluard,244514,False,unknown
2546,kfj,496129,False,unknown
2547,juhanjuku,152305,False,unknown
2548,mixdm,155088,False,unknown
2549,daniels,514181,True,university of cape coast
2550,kdda,457966,False,unknown
2551,thebaron,199963,False,unknown
2552,zeusfaber,1317579,False,unknown
2553,spillerc,94469,False,unknown
2554,user_1179194,1179194,False,unknown
2555,oberpfälzer,1244807,False,unknown
2556,zors1843,233248,False,unknown
2557,michalg0x5a,11547,False,unknown
2558,gezginrocker,1686268,False,unknown
2559,wolfgang b,53306,False,unknown
2560,and data,1423642,False,unknown
2561,jimbossa,503414,False,unknown
2562,avmaster,1105910,False,unknown
2563,wajak,98542,False,unknown
2564,guegafue,365207,False,unknown
2565,daviesp12,722193,False,unknown
2566,kai brühne,13072,False,unknown
2567,samlibby,1263353,False,unknown
2568,feilipu,87483,False,unknown
2569,kukuk,346758,False,unknown
2570,kostik,384084,False,unknown
2571,picholeiro,346373,False,unknown
2572,stephanep,439947,False,unknown
2573,slawek_n,369208,False,unknown
2574,davespod_bing,378484,False,unknown
2575,idf,85635,False,unknown
2576,kele7,134506,False,unknown
2577,julienbalas,179778,False,unknown
2578,frankl2009,91749,False,unknown
2579,usseraser,345715,False,unknown
2580,pete_stepanov,698218,False,unknown
2581,sgilbert,679726,False,unknown
2582,the thatch,1751357,False,unknown
2583,blues brothers,1751908,False,unknown
2584,eriks zelenka,41362,False,unknown
2585,wkrammer,1343553,False,unknown
2586,jaldhaka,979530,False,unknown
2587,glasreiniger07,703711,False,unknown
2588,enedaniel,357111,False,unknown
2589,aury88,579545,False,unknown
2590,djo_man,213292,False,unknown
2591,blueg,238898,False,unknown
2592,amici dei disabili onlus,1772671,False,unknown
2593,ogd-re,1727818,False,unknown
2594,papyrus048_intégration_cadastre,1009027,False,unknown
2595,steven kinloch,101362,False,unknown
2596,larsalonian,422573,False,unknown
2597,linfieldjosh,1639315,False,unknown
2598,tova,1782846,False,unknown
2599,drbobo,81743,False,unknown
2600,stalfur,149223,False,unknown
2601,marcussacapuces91,37548,False,unknown
2602,dergutemercator,245030,False,unknown
2603,fmorel,331938,False,unknown
2604,bth,481447,False,unknown
2605,eloy_,529029,False,unknown
2606,olddeeside,1778854,False,unknown
2607,trimoto,131922,False,unknown
2608,mathias_on_the_road,343553,False,unknown
2609,hanstest,185406,False,unknown
2610,super-map-cadastre,1779895,False,unknown
2611,super-map,709289,False,unknown
2612,bdiscoe,402624,False,unknown
2613,polden1603,1781771,False,unknown
2614,fvgordon,161619,False,unknown
2615,lukas fleischli,530922,False,unknown
2616,nice but tim,279806,False,unknown
2617,rupps,202713,False,unknown
2618,mikey9,162248,False,unknown
2619,corgicity,1782504,False,unknown
2620,marcelherault,860575,False,unknown
2621,rudolf mayer,1249205,False,unknown
2622,adirricor,245439,False,unknown
2623,glacio,1744213,False,unknown
2624,tomthebaz,28619,False,unknown
2625,smarties,45882,False,unknown
2626,trevor parsons,316,False,unknown
2627,macmatt,829497,False,unknown
2628,arhemed,397835,False,unknown
2629,humbach,367681,False,unknown
2630,jojokant,656522,False,unknown
2631,jabecker,944876,False,unknown
2632,sganbe,1834351,False,unknown
2633,bigfatfrog67,545369,False,unknown
2634,donovaly,1730904,False,unknown
2635,kachkaev,231451,False,unknown
2636,miko8,1837723,False,unknown
2637,mtbbiker99,1093067,False,unknown
2638,soli004,895367,False,unknown
2639,nuvolabianca,439413,False,unknown
2640,tunnelbauer,47756,False,unknown
2641,els357,1851997,False,unknown
2642,red9,1842064,False,unknown
2643,sultanstrail,1805161,False,unknown
2644,vialma,1729058,False,unknown
2645,robchafer,98964,False,unknown
2646,osm-sputnik,167417,False,unknown
2647,mike baggaley,873940,False,unknown
2648,etgg,714908,False,unknown
2649,biff,329453,False,unknown
2650,user_16881,16881,False,unknown
2651,thorn,180228,False,unknown
2652,nisklas,1863443,False,unknown
2653,peter14,13832,False,unknown
2654,dogan_m,1649181,False,unknown
2655,andy_w,669183,False,unknown
2656,thathanka,670322,False,unknown
2657,saffet çilingir,1879358,False,unknown
2658,hadw,113518,False,unknown
2659,redfateh,658957,False,unknown
2660,jalopezp,1883618,False,unknown
2661,isimon,1879795,False,unknown
2662,ayresome,1407576,False,unknown
2663,ben2014,1887267,False,unknown
2664,the bluefox,736605,False,unknown
2665,reway,1888788,False,unknown
2666,wearthefoxhat,1884550,False,unknown
2667,jeremycorbridge,1890420,False,unknown
2668,essin,438299,False,unknown
2669,andrewne,1894875,False,unknown
2670,juan-luis,1800418,False,unknown
2671,sandmanmmc,1624654,False,unknown
2672,yedou,1712229,False,unknown
2673,mikejd,1857224,False,unknown
2674,tim dobson 2,1869240,False,unknown
2675,soet-map,154842,False,unknown
2676,alex-esko,1808289,False,unknown
2677,aarondennis,1805170,False,unknown
2678,leafhopper65,640055,False,unknown
2679,goosiebn,1925238,False,unknown
2680,polyglot_import,1923406,False,unknown
2681,pavolg,428967,False,unknown
2682,griphon,461682,False,unknown
2683,krasul,61164,False,unknown
2684,aroche,50179,False,unknown
2685,morray,91790,False,unknown
2686,batuakkaya,1942559,False,unknown
2687,lobleyandy,70866,False,unknown
2688,ineilc,1950356,False,unknown
2689,nineteentrees,1882654,False,unknown
2690,ronic,355933,False,unknown
2691,user_1954387,1954387,False,unknown
2692,eriearth,1229885,False,unknown
2693,mtraveller,615749,False,unknown
2694,urbigenous,1965131,False,unknown
2695,jamesglas,1952032,False,unknown
2696,sal73x,1293386,False,unknown
2697,redhairblackbeard,236830,False,unknown
2698,dartymoor,509801,False,unknown
2699,ae35,21323,False,unknown
2700,witska,717770,False,unknown
2701,szelmaraf,1291443,False,unknown
2702,edvac,121415,False,unknown
2703,omarabush,1968811,False,unknown
2704,willvousden,1910479,False,unknown
2705,alejandro erickson,1800663,False,unknown
2706,den21,1963569,False,unknown
2707,jtappin,511990,False,unknown
2708,stavrospamfila,345356,False,unknown
2709,jmjol,672069,False,unknown
2710,michammel,152724,False,unknown
2711,jfrankcom,1998817,False,unknown
2712,b00m,1995266,False,unknown
2713,salix01,76002,False,unknown
2714,portree kid,67885,False,unknown
2715,rob macg,1986680,False,unknown
2716,oluwaseun egbinola,2004388,False,unknown
2717,olub,1812833,False,unknown
2718,jjonathan,1829299,False,unknown
2719,gregcoyne,1727061,False,unknown
2720,greroy,1231194,False,unknown
2721,mwtp2,2001261,False,unknown
2722,chalky white,624519,False,unknown
2723,capiscuas,112975,False,unknown
2724,phylogenesis,1210645,False,unknown
2725,dndred,614998,False,unknown
2726,the_knife,1075986,False,unknown
2727,ajvol,163023,False,unknown
2728,yvecai,171657,False,unknown
2729,sterlinggis,1727004,False,unknown
2730,dkunce,1443840,False,unknown
2731,dave smith,27741,False,unknown
2732,arike,2004405,False,unknown
2733,junaid ibrahim,2004385,False,unknown
2734,msdess,593205,False,unknown
2735,craigw,364989,False,unknown
2736,jetthe,158153,False,unknown
2737,sogefi,302972,False,unknown
2738,tetraphenyl,2021463,False,unknown
2739,koran,1345850,False,unknown
2740,lamacchiacosta,543072,False,unknown
2741,ryan bush,2011864,False,unknown
2742,canturgay,2027085,False,unknown
2743,cityeditor1000,1974064,False,unknown
2744,pl0ns,685306,False,unknown
2745,frammm,1241581,False,unknown
2746,airon90,89897,False,unknown
2747,dawid_swider,1937876,False,unknown
2748,rockyroad101,2037901,False,unknown
2749,geofixfe,323641,False,unknown
2750,seichter,66497,False,unknown
2751,krd_mapper,2011702,False,unknown
2752,tomm4,643900,True,california university of pennsylvania
2753,bernard59118,136303,False,unknown
2754,impvan,310510,False,unknown
2755,fropi,1063525,False,unknown
2756,dropman,1891545,False,unknown
2757,raymond,16478,False,unknown
2758,d-spain,1848058,False,unknown
2759,davemg,2050944,False,unknown
2760,nick burrett,166593,False,unknown
2761,stwalkerster,165848,False,unknown
2762,ivailo karamanolev,708594,False,unknown
2763,dyserth,1892838,False,unknown
2764,emralmutlu,2015111,False,unknown
2765,ali yıldız,2015076,False,unknown
2766,lefty74,2056723,False,unknown
2767,blahedo,186195,False,unknown
2768,ehealthafrica_imports,2047326,False,unknown
2769,andreblum,2055390,False,unknown
2770,-ad-,16315,False,unknown
2771,ediyes,1240849,False,unknown
2772,@camel__white,2015094,False,unknown
2773,koral koca,2016712,False,unknown
2774,jordan mann,1876487,False,unknown
2775,swandodger2,321430,False,unknown
2776,ozhiker2,1723158,False,unknown
2777,nigel greens,2020484,False,unknown
2778,jc67,1962477,False,unknown
2779,ereng,2067810,False,unknown
2780,raudi12,2067841,False,unknown
2781,sidney bamidele,2004377,False,unknown
2782,ppda,1145607,False,unknown
2783,ascent,2061448,False,unknown
2784,edspeth,21166,False,unknown
2785,localoptimum,2072328,False,unknown
2786,dond10,2076730,False,unknown
2787,helmchen42,1817244,False,unknown
2788,daveymorrisuk,2068507,False,unknown
2789,croux,1964740,False,unknown
2790,danx,321862,False,unknown
2791,spongezob,370036,False,unknown
2792,marcus bengtsson,766574,False,unknown
2793,grey_p9,375457,False,unknown
2794,femtope,2004378,False,unknown
2795,the trautbec,1639277,False,unknown
2796,andy57,1826142,False,unknown
2797,azimut400gon,261617,False,unknown
2798,bi1a1,1950499,False,unknown
2799,sennewald63,372615,False,unknown
2800,scubaengineer,1618288,False,unknown
2801,kdrt,1842847,False,unknown
2802,mleroy1986,1008466,False,unknown
2803,joe29,2078875,False,unknown
2804,larifari77,423330,False,unknown
2805,traildino,716637,False,unknown
2806,jay456,439547,False,unknown
2807,sana ibrahim,2098157,False,unknown
2808,strogauk,2106157,False,unknown
2809,mey2008,28783,False,unknown
2810,bernd lohrum,31165,False,unknown
2811,fayor,743479,False,unknown
2812,jktfin,1244918,False,unknown
2813,yourealwaysbe,1878856,False,unknown
2814,laidbackmaverick,1679215,False,unknown
2815,sjfos,396830,False,unknown
2816,phischu,1806233,False,unknown
2817,spice,223567,False,unknown
2818,rugamarcus,95387,False,unknown
2819,dlichti,161951,False,unknown
2820,geoheidi,1812594,False,unknown
2821,brogo,63107,False,unknown
2822,steapy,1806230,False,unknown
2823,chaosmapper,1807346,False,unknown
2824,rocketman,381887,False,unknown
2825,rosomak,378154,False,unknown
2826,pavel-pd,494982,False,unknown
2827,jdtoy,2127380,False,unknown
2828,egcrosser,583464,False,unknown
2829,andre68,31231,False,unknown
2830,jonathan m,1485571,False,unknown
2831,zxguesser,2020091,False,unknown
2832,rekrutacja,90243,False,unknown
2833,tkura,187332,False,unknown
2834,stamp 17,512389,False,unknown
2835,johncolescarr,2189847,False,unknown
2836,teacherjoe,982146,False,unknown
2837,driftraf,1228413,False,unknown
2838,pawka007,1123676,False,unknown
2839,fod,329844,False,unknown
2840,gangoflosers,2147120,False,unknown
2841,devietor,506866,False,unknown
2842,aurimas fišeras,651869,False,unknown
2843,saba1,675621,False,unknown
2844,lordnelson,610362,False,unknown
2845,bpoussier,75410,False,unknown
2846,cpchannel,185113,False,unknown
2847,simonredding,9514,False,unknown
2848,alpin100,502863,False,unknown
2849,markus pail,2206998,False,unknown
2850,thebonnetplume,2046386,False,unknown
2851,npfedwards,1164968,False,unknown
2852,odiug,7464,False,unknown
2853,l'le tom,855535,False,unknown
2854,david999,1723398,False,unknown
2855,boggedy,263449,False,unknown
2856,vichada,2246826,False,unknown
